AREA_NAME,DISTRICT_NAME,LOCALE_NAME,ADDRESS,CITY,STATE,ZIP_CODE,LOG_REGION_NAME,LOG_DIVISION_NAME,PROC_REGION_NAME,PROC_DIVISION_NAME,Status,Incident_Type,Comment,LAST_EDITED_DATE,LAST_EDITED_USER,x,y
CENTRAL (J),MN-ND,STERLING,108 MAIN AVE,STERLING,ND,58572,CENTRAL,MIDWEST,WESTERN,MIDWEST,OPEN,,,"2/24/2023, 11:11 PM",QQWFR0,-11164299.3026,5911769.7359
CENTRAL (J),MN-ND,ROSS,203 MAIN ST,ROSS,ND,58776,CENTRAL,MIDWEST,WESTERN,MIDWEST,OPEN,,,"12/19/2022, 10:27 AM",QQWFR0,-11415156.8845,6159057.9639
CENTRAL (J),MN-ND,PRAIRIEWOOD,1455 32ND ST S,FARGO,ND,58103,CENTRAL,MIDWEST,WESTERN,MIDWEST,OPEN,,,"5/9/2021, 11:09 AM",QQWFR0,-10779216.9088,5918947.618000001
CENTRAL (J),MN-ND,RAY,6 MAIN ST,RAY,ND,58849,CENTRAL,MIDWEST,WESTERN,MIDWEST,OPEN,,,"5/9/2021, 11:09 AM",QQWFR0,-11484316.5672,6164051.4199
CENTRAL (J),MN-ND,RHAME,53 MAIN ST,RHAME,ND,58651,CENTRAL,MIDWEST,WESTERN,MIDWEST,OPEN,,,"12/28/2022, 9:49 AM",QQWFR0,-11538870.1308,5817765.288999997
CENTRAL (J),MN-ND,NORTHWOOD,4 N RAYMOND ST,NORTHWOOD,ND,58267,CENTRAL,MIDWEST,WESTERN,MIDWEST,OPEN,,,"5/9/2021, 11:08 AM",QQWFR0,-10861263.6036,6062776.028399996
CENTRAL (J),MN-ND,SHARON,307 MAIN ST,SHARON,ND,58277,CENTRAL,MIDWEST,WESTERN,MIDWEST,OPEN,,,"5/9/2021, 11:09 AM",QQWFR0,-10897729.3085,6040343.6630000025
CENTRAL (J),MN-ND,VERONA,212 4TH ST,VERONA,ND,58490,CENTRAL,MIDWEST,WESTERN,MIDWEST,OPEN,,,"5/9/2021, 11:10 AM",QQWFR0,-10917369.0723,5838974.895800002
CENTRAL (J),MN-ND,SAWYER,20 MAIN ST S,SAWYER,ND,58781,CENTRAL,MIDWEST,WESTERN,MIDWEST,OPEN,,,"12/19/2022, 10:27 AM",QQWFR0,-11249274.034,6121768.5484
CENTRAL (J),MN-ND,SHEYENNE,106 RICHTER AVE,SHEYENNE,ND,58374,CENTRAL,MIDWEST,WESTERN,MIDWEST,OPEN,,,"5/9/2021, 11:09 AM",QQWFR0,-11033909.0019,6078265.994499996
CENTRAL (J),MN-ND,ROBINSON,116 1ST AVE E,ROBINSON,ND,58478,CENTRAL,MIDWEST,WESTERN,MIDWEST,OPEN,,,"2/24/2023, 11:11 PM",QQWFR0,-11107499.423,5965418.968800001
CENTRAL (J),MN-ND,STARKWEATHER,300 MAIN ST,STARKWEATHER,ND,58377,CENTRAL,MIDWEST,WESTERN,MIDWEST,OPEN,,,"12/19/2022, 10:27 AM",QQWFR0,-11007104.3817,6182317.376199998
CENTRAL (J),MN-ND,SHERWOOD,144 MAIN ST,SHERWOOD,ND,58782,CENTRAL,MIDWEST,WESTERN,MIDWEST,OPEN,,,"5/9/2021, 11:09 AM",QQWFR0,-11313743.8265,6268036.0945999995
CENTRAL (J),MN-ND,STANLEY,902 JARARD ST SE,STANLEY,ND,58784,CENTRAL,MIDWEST,WESTERN,MIDWEST,OPEN,,,"5/9/2021, 11:10 AM",QQWFR0,-11396869.5412,6158238.836400002
CENTRAL (J),IA-NE-SD,ZEELAND,108 S MAIN,ZEELAND,ND,58581,CENTRAL,MIDWEST,WESTERN,MIDWEST,OPEN,,,"12/28/2022, 9:00 AM",QQWFR0,-11113106.4744,5775934.611199997
CENTRAL (J),MN-ND,ZAP,113 MAIN ST,ZAP,ND,58580,CENTRAL,MIDWEST,WESTERN,MIDWEST,OPEN,,,"12/28/2022, 9:49 AM",QQWFR0,-11346145.5907,5989061.507100001
CENTRAL (J),MN-ND,WYNDMERE,455 4TH ST,WYNDMERE,ND,58081,CENTRAL,MIDWEST,WESTERN,MIDWEST,OPEN,,,"12/15/2022, 1:55 AM",QQWFR0,-10812506.4459,5823050.997299999
CENTRAL (J),MN-ND,WALHALLA,408 10TH ST,WALHALLA,ND,58282,CENTRAL,MIDWEST,WESTERN,MIDWEST,OPEN,,,"5/9/2021, 11:10 AM",QQWFR0,-10899950.6889,6261800.0911
CENTRAL (J),MN-ND,UNDERWOOD,301 1ST ST,UNDERWOOD,ND,58576,CENTRAL,MIDWEST,WESTERN,MIDWEST,OPEN,,,"5/9/2021, 11:10 AM",QQWFR0,-11258633.8881,6016973.2861
CENTRAL (J),MN-ND,WOLFORD,201 3RD AVE N,WOLFORD,ND,58385,CENTRAL,MIDWEST,WESTERN,MIDWEST,OPEN,,,"5/9/2021, 11:11 AM",QQWFR0,-11099075.0979,6189179.878600001
CENTRAL (J),MN-ND,WOODWORTH,120 MAIN ST N,WOODWORTH,ND,58496,CENTRAL,MIDWEST,WESTERN,MIDWEST,OPEN,,,"12/19/2022, 10:27 AM",QQWFR0,-11054544.6299,5965362.0141
CENTRAL (J),MN-ND,WILDROSE,507 MAIN ST,WILDROSE,ND,58795,CENTRAL,MIDWEST,WESTERN,MIDWEST,OPEN,,,"12/28/2022, 9:49 AM",QQWFR0,-11486442.4355,6212701.675399996
CENTRAL (J),MN-ND,TRENTON,331 4TH AVE E RM 18,TRENTON,ND,58853,CENTRAL,MIDWEST,WESTERN,MIDWEST,OPEN,,,"12/19/2022, 10:27 AM",QQWFR0,-11558409.9297,6119209.126500003
CENTRAL (J),MN-ND,WALCOTT,472 MAIN AVE,WALCOTT,ND,58077,CENTRAL,MIDWEST,WESTERN,MIDWEST,OPEN,,,"12/15/2022, 1:55 AM",QQWFR0,-10791048.1669,5868678.734499998
CENTRAL (J),MN-ND,WESTHOPE,180 MAIN ST,WESTHOPE,ND,58793,CENTRAL,MIDWEST,WESTERN,MIDWEST,OPEN,,,"5/9/2021, 11:10 AM",QQWFR0,-11245567.7629,6259610.826499999
CENTRAL (J),MN-ND,TOLLEY,209 MAIN ST,TOLLEY,ND,58787,CENTRAL,MIDWEST,WESTERN,MIDWEST,OPEN,,,"12/28/2022, 9:49 AM",QQWFR0,-11335417.0635,6229495.8103
CENTRAL (J),MN-ND,WASHBURN,721 MAIN AVE,WASHBURN,ND,58577,CENTRAL,MIDWEST,WESTERN,MIDWEST,OPEN,,,"12/19/2022, 10:27 AM",QQWFR0,-11246391.9724,5989271.241400003
CENTRAL (J),MN-ND,CPU MARKETPLACE FOODS #5,1600 2ND AVE SW STE 1,MINOT,ND,58701,CENTRAL,MIDWEST,WESTERN,MIDWEST,OPEN,,,"5/9/2021, 11:11 AM",QQWFR0,-11278818.7835,6145882.2880000025
CENTRAL (J),MN-ND,TURTLE LAKE,113 MAIN ST,TURTLE LAKE,ND,58575,CENTRAL,MIDWEST,WESTERN,MIDWEST,OPEN,,,"11/16/2022, 7:58 PM",QQWFR0,-11230988.1379,6027595.5336000025
CENTRAL (J),MN-ND,YPSILANTI,218 1ST ST,YPSILANTI,ND,58497,CENTRAL,MIDWEST,WESTERN,MIDWEST,OPEN,,,"2/24/2023, 11:11 PM",QQWFR0,-10972079.3737,5906720.434299998
CENTRAL (J),MN-ND,SURREY,116 PLEASANT AVE N,SURREY,ND,58785,CENTRAL,MIDWEST,WESTERN,MIDWEST,OPEN,,,"11/16/2022, 7:58 PM",QQWFR0,-11258160.1124,6146868.710600004
CENTRAL (J),MN-ND,WATFORD CITY,1204 4TH AVE NE,WATFORD CITY,ND,58854,CENTRAL,MIDWEST,WESTERN,MIDWEST,OPEN,,,"5/9/2021, 11:10 AM",QQWFR0,-11495019.9363,6074573.8244
CENTRAL (J),MN-ND,WISHEK,14 N 5TH ST,WISHEK,ND,58495,CENTRAL,MIDWEST,WESTERN,MIDWEST,OPEN,,,"5/9/2021, 11:11 AM",QQWFR0,-11082917.4077,5822081.351599999
CENTRAL (J),MN-ND,TUTTLE,208 N MAIN ST,TUTTLE,ND,58488,CENTRAL,MIDWEST,WESTERN,MIDWEST,OPEN,,,"2/24/2023, 11:11 PM",QQWFR0,-11131309.7715,5965480.179200001
CENTRAL (J),MN-ND,ZAHL,207 MAIN ST OFC,ZAHL,ND,58856,CENTRAL,MIDWEST,WESTERN,MIDWEST,OPEN,,,"5/9/2021, 11:11 AM",QQWFR0,-11542972.1428,6202817.354099996
CENTRAL (J),MN-ND,TROLLWOOD,3105 BROADWAY N STE 44,FARGO,ND,58102,CENTRAL,MIDWEST,WESTERN,MIDWEST,OPEN,,,"5/9/2021, 11:10 AM",QQWFR0,-10774098.5499,5928687.943899997
CENTRAL (J),MN-ND,SYKESTON,34 MAIN AVE N,SYKESTON,ND,58486,CENTRAL,MIDWEST,WESTERN,MIDWEST,OPEN,,,"12/19/2022, 10:27 AM",QQWFR0,-11065089.9252,6018242.578000002
CENTRAL (J),MN-ND,WIMBLEDON,118 3RD AVE,WIMBLEDON,ND,58492,CENTRAL,MIDWEST,WESTERN,MIDWEST,OPEN,,,"5/9/2021, 11:11 AM",QQWFR0,-10960554.2442,5969844.245300002
CENTRAL (J),MN-ND,MINOT AFB,220 PEACEKEEPER PL,MINOT AFB,ND,58704,CENTRAL,MIDWEST,WESTERN,MIDWEST,OPEN,,,"5/9/2021, 11:11 AM",QQWFR0,-11279813.0892,6176707.196800001
CENTRAL (J),MN-ND,CPU DANS SUPER 3125,3101 N 11TH ST STE 1,BISMARCK,ND,58503,CENTRAL,MIDWEST,WESTERN,MIDWEST,OPEN,,,"5/9/2021, 11:13 AM",QQWFR0,-11218180.8304,5915989.017999999
CENTRAL (J),MN-ND,MARMARTH,75 1ST ST W,MARMARTH,ND,58643,CENTRAL,MIDWEST,WESTERN,MIDWEST,OPEN,,,"5/9/2021, 11:11 AM",QQWFR0,-11568741.1577,5827731.011200003
CENTRAL (J),MN-ND,BISMARCK,403 AIRPORT RD,BISMARCK,ND,58504,CENTRAL,MIDWEST,WESTERN,MIDWEST,OPEN,,,"12/19/2022, 10:27 AM",QQWFR0,-11216735.7017,5909762.939000003
CENTRAL (J),MN-ND,CANNON BALL,440 HORSESHOE RD,CANNON BALL,ND,58528,CENTRAL,MIDWEST,WESTERN,MIDWEST,OPEN,,,"5/9/2021, 11:11 AM",QQWFR0,-11198553.4231,5842914.3320999965
CENTRAL (J),MN-ND,CPU HORNBACHERS #2693,4101 13TH AVE S STE R,FARGO,ND,58103,CENTRAL,MIDWEST,WESTERN,MIDWEST,OPEN,,,"5/9/2021, 11:11 AM",QQWFR0,-10781242.8122,5919551.440700002
CENTRAL (J),MN-ND,CPU HORNBACHERS #2692,1433 UNIVERSITY DR S,FARGO,ND,58103,CENTRAL,MIDWEST,WESTERN,MIDWEST,OPEN,,,"5/9/2021, 11:11 AM",QQWFR0,-10775559.7296,5919077.854000002
CENTRAL (J),MN-ND,WEST FARGO,415 MAIN AVE E,WEST FARGO,ND,58078,CENTRAL,MIDWEST,WESTERN,MIDWEST,OPEN,,,"5/9/2021, 11:10 AM",QQWFR0,-10786019.6429,5921858.853799999
CENTRAL (J),MN-ND,WILLOW CITY,259 MAIN ST,WILLOW CITY,ND,58384,CENTRAL,MIDWEST,WESTERN,MIDWEST,OPEN,,,"5/9/2021, 11:11 AM",QQWFR0,-11164703.5037,6208046.283399999
CENTRAL (J),MN-ND,WILLISTON,120 E BROADWAY,WILLISTON,ND,58801,CENTRAL,MIDWEST,WESTERN,MIDWEST,OPEN,,,"11/21/2021, 11:09 AM",QQWFR0,-11534833.3521,6131218.367899999
CENTRAL (J),MN-ND,TOWER CITY,505 BROADWAY ST,TOWER CITY,ND,58071,CENTRAL,MIDWEST,WESTERN,MIDWEST,OPEN,,,"5/9/2021, 11:10 AM",QQWFR0,-10873162.7666,5929680.356799997
CENTRAL (J),MN-ND,CPU CASHWISE  WLSTN,300 11TH ST W,WILLISTON,ND,58801,CENTRAL,MIDWEST,WESTERN,MIDWEST,OPEN,,,"5/9/2021, 11:11 AM",QQWFR0,-11535789.5866,6132549.503700003
CENTRAL (J),MN-ND,CPU FAMILY FARE,3175 25TH ST S STE B,FARGO,ND,58103,CENTRAL,MIDWEST,WESTERN,MIDWEST,OPEN,,,"5/9/2021, 11:11 AM",QQWFR0,-10777954.4344,5914896.784699999
CENTRAL (J),MN-ND,ROGERS,111 2ND ST,ROGERS,ND,58479,CENTRAL,MIDWEST,WESTERN,MIDWEST,OPEN,,,"5/9/2021, 11:11 AM",QQWFR0,-10931763.6843,5953905.006099999
CENTRAL (J),MN-ND,BISMARCK,2220 E BISMARCK EXPY RM 212,BISMARCK,ND,58504,CENTRAL,MIDWEST,WESTERN,MIDWEST,OPEN,,,"12/19/2022, 10:27 AM",QQWFR0,-11216185.0946,5908732.260499999
CENTRAL (J),MN-ND,CPU CASHWISE BISMARCK,1144 E BISMARCK EXPY,BISMARCK,ND,58504,CENTRAL,MIDWEST,WESTERN,MIDWEST,OPEN,,,"5/9/2021, 11:11 AM",QQWFR0,-11218130.2914,5908669.820900001
CENTRAL (J),MN-ND,CPU CASHWISE FARGO,1401 33RD ST S STE B,FARGO,ND,58103,CENTRAL,MIDWEST,WESTERN,MIDWEST,OPEN,,,"5/9/2021, 11:11 AM",QQWFR0,-10779470.6059,5919126.367299996
CENTRAL (J),MN-ND,CPU HORNBACHERS #2685,2510 BROADWAY N,FARGO,ND,58102,CENTRAL,MIDWEST,WESTERN,MIDWEST,OPEN,,,"5/9/2021, 11:11 AM",QQWFR0,-10774322.5247,5927406.726300001
CENTRAL (J),MN-ND,CPU HORNBACHERS #2687,1532 32ND AVE S STE 3,FARGO,ND,58103,CENTRAL,MIDWEST,WESTERN,MIDWEST,OPEN,,,"5/9/2021, 11:11 AM",QQWFR0,-10776078.701,5914793.1338
CENTRAL (J),MN-ND,CPU MARKETPLACE FOOD & DRUG,2211 16TH ST NW,MINOT,ND,58703,CENTRAL,MIDWEST,WESTERN,MIDWEST,OPEN,,,"5/9/2021, 11:15 AM",QQWFR0,-11278941.6802,6149857.420400001
CENTRAL (J),MN-ND,CPU DANS SUPER 3126,835 S WASHINGTON ST STE 1,BISMARCK,ND,58504,CENTRAL,MIDWEST,WESTERN,MIDWEST,OPEN,,,"5/9/2021, 11:13 AM",QQWFR0,-11220386.9601,5908970.640699998
CENTRAL (J),MN-ND,CPU HORNBACHERS #2689,4151 45TH ST S STE A,FARGO,ND,58104,CENTRAL,MIDWEST,WESTERN,MIDWEST,OPEN,,,"5/9/2021, 11:13 AM",QQWFR0,-10782586.4385,5912358.259999998
CENTRAL (J),MN-ND,GRAND FORKS,2501 28TH AVE S,GRAND FORKS,ND,58201,CENTRAL,MIDWEST,WESTERN,MIDWEST,OPEN,,,"6/6/2021, 11:10 AM",QQWFR0,-10805153.2369,6088819.0945999995
CENTRAL (J),MN-ND,CPU DANS SUPER 3127,3103 YORKTOWN DR,BISMARCK,ND,58503,CENTRAL,MIDWEST,WESTERN,MIDWEST,OPEN,,,"5/9/2021, 11:16 AM",QQWFR0,-11212923.6562,5916017.009099998
CENTRAL (J),MN-ND,CPU NORTH DAKOTA STATE UNIV,1401 ADMINISTRATION AVE N,FARGO,ND,58105,CENTRAL,MIDWEST,WESTERN,MIDWEST,OPEN,,,"5/9/2021, 11:14 AM",QQWFR0,-10775837.583,5924455.361100003
CENTRAL (J),MN-ND,JAMESTOWN,212 2ND ST SW,JAMESTOWN,ND,58401,CENTRAL,MIDWEST,WESTERN,MIDWEST,OPEN,,,"5/9/2021, 11:16 AM",QQWFR0,-10988455.0274,5927068.119999997
CENTRAL (J),MN-ND,VPO KEENE,209 MAIN ST,KEENE,ND,58847,CENTRAL,MIDWEST,WESTERN,MIDWEST,OPEN,,,"5/9/2021, 11:16 AM",QQWFR0,-11459390.1295,6095032.807400003
CENTRAL (J),MN-ND,CPU MARKET PLACE FOODS #1,1930 S BROADWAY,MINOT,ND,58701,CENTRAL,MIDWEST,WESTERN,MIDWEST,OPEN,,,"5/9/2021, 11:15 AM",QQWFR0,-11276225.9299,6142199.334100001
CENTRAL (J),MN-ND,CPU UNIVERSITY OF ND,775 HAMLINE ST,GRAND FORKS,ND,58203,CENTRAL,MIDWEST,WESTERN,MIDWEST,OPEN,,,"5/9/2021, 11:13 AM",QQWFR0,-10805789.2052,6094619.306100003
CENTRAL (J),MN-ND,MINOT,117 5TH AVE SW,MINOT,ND,58701,CENTRAL,MIDWEST,WESTERN,MIDWEST,OPEN,,,"6/20/2021, 11:15 AM",QQWFR0,-11276126.2989,6145408.504600003
CENTRAL (J),MN-ND,CPU CASHWISE #3042,113 6TH AVE SE STE 5100,WATFORD CITY,ND,58854,CENTRAL,MIDWEST,WESTERN,MIDWEST,OPEN,,,"5/9/2021, 11:15 AM",QQWFR0,-11496808.8405,6073207.2346
CENTRAL (J),MN-ND,BADLANDS POSTAL STORE,4315 9TH AVE W UNIT 411,WILLISTON,ND,58801,CENTRAL,MIDWEST,WESTERN,MIDWEST,OPEN,,,"5/9/2021, 11:16 AM",QQWFR0,-11536829.6446,6137653.886500001
CENTRAL (J),MN-ND,CPU CASHWISE 3045,755 33RD AVE E,WEST FARGO,ND,58078,CENTRAL,MIDWEST,WESTERN,MIDWEST,OPEN,,,"5/9/2021, 11:16 AM",QQWFR0,-10785244.08,5914619.679899998
CENTRAL (J),MN-ND,MCGREGOR,18 N MADISON ST,MCGREGOR,ND,58755,CENTRAL,MIDWEST,WESTERN,MIDWEST,OPEN,,,"12/28/2022, 9:49 AM",QQWFR0,-11457748.3896,6206538.534199998
CENTRAL (J),MN-ND,MCLEOD,10 MAIN AVE,MCLEOD,ND,58057,CENTRAL,MIDWEST,WESTERN,MIDWEST,CLOSED,Other,,"9/15/2023, 11:08 AM",QQWFR0,-10831273.9102,5843678.381700002
CENTRAL (J),MN-ND,WILLISTON,120 E BROADWAY,WILLISTON,ND,58801,CENTRAL,MIDWEST,WESTERN,MIDWEST,OPEN,,,"11/21/2021, 11:14 AM",QQWFR0,-11534834.4653,6131226.2092999965
CENTRAL (J),MN-ND,CPU DANS SUPER 3128,1190 W TURNPIKE AVE,BISMARCK,ND,58501,CENTRAL,MIDWEST,WESTERN,MIDWEST,OPEN,,,"5/9/2021, 11:16 AM",QQWFR0,-11222431.4539,5913789.394299999
CENTRAL (J),MN-ND,DICKINSON,15 1ST ST E,DICKINSON,ND,58601,CENTRAL,MIDWEST,WESTERN,MIDWEST,OPEN,,,"5/9/2021, 11:06 AM",QQWFR0,-11441967.8499,5922506.035400003
CENTRAL (J),MN-ND,MENOKEN,12 FRONT AVE E,MENOKEN,ND,58558,CENTRAL,MIDWEST,WESTERN,MIDWEST,OPEN,,,"5/9/2021, 11:08 AM",QQWFR0,-11191119.6188,5912615.121299997
CENTRAL (J),MN-ND,COURTENAY,98 1ST AVE N,COURTENAY,ND,58426,CENTRAL,MIDWEST,WESTERN,MIDWEST,CLOSED,Other,,"9/15/2023, 11:05 AM",QQWFR0,-10972299.5637,5978450.775799997
CENTRAL (J),MN-ND,DEVILS LAKE,502 3RD ST NE,DEVILS LAKE,ND,58301,CENTRAL,MIDWEST,WESTERN,MIDWEST,OPEN,,,"12/16/2022, 9:39 AM",QQWFR0,-11004856.5072,6125228.9821000025
CENTRAL (J),MN-ND,BEULAH,111 E MAIN ST,BEULAH,ND,58523,CENTRAL,MIDWEST,WESTERN,MIDWEST,OPEN,,,"11/16/2022, 7:58 PM",QQWFR0,-11329789.5293,5985156.419500001
CENTRAL (J),MN-ND,THOMPSON,205 3RD ST,THOMPSON,ND,58278,CENTRAL,MIDWEST,WESTERN,MIDWEST,OPEN,,,"5/9/2021, 11:10 AM",QQWFR0,-10810140.1275,6069637.490800001
CENTRAL (J),MN-ND,JAMESTOWN,212 2ND ST SW,JAMESTOWN,ND,58401,CENTRAL,MIDWEST,WESTERN,MIDWEST,OPEN,,,"5/9/2021, 11:07 AM",QQWFR0,-10988457.1425,5927062.254000001
CENTRAL (J),MN-ND,FORT RANSOM,102 E MAIN ST,FORT RANSOM,ND,58033,CENTRAL,MIDWEST,WESTERN,MIDWEST,OPEN,,,"12/15/2022, 1:55 AM",QQWFR0,-10901198.803,5864124.779299997
CENTRAL (J),MN-ND,OAKES,611 MAIN AVE,OAKES,ND,58474,CENTRAL,MIDWEST,WESTERN,MIDWEST,OPEN,,,"2/24/2023, 11:11 PM",QQWFR0,-10919473.9012,5802666.735600002
CENTRAL (J),MN-ND,GRAND FORKS,2501 28TH AVE S,GRAND FORKS,ND,58201,CENTRAL,MIDWEST,WESTERN,MIDWEST,OPEN,,,"6/6/2021, 11:05 AM",QQWFR0,-10805150.454,6088820.422799997
CENTRAL (J),MN-ND,VELVA,105 MAIN ST N,VELVA,ND,58790,CENTRAL,MIDWEST,WESTERN,MIDWEST,OPEN,,,"5/9/2021, 11:10 AM",QQWFR0,-11235427.7818,6116463.263400003
CENTRAL (J),MN-ND,MOTT,123 BROWN AVE,MOTT,ND,58646,CENTRAL,MIDWEST,WESTERN,MIDWEST,OPEN,,,"5/9/2021, 11:08 AM",QQWFR0,-11390950.6839,5840180.823299997
CENTRAL (J),MN-ND,MOUNTAIN,324 MAIN AVE,MOUNTAIN,ND,58262,CENTRAL,MIDWEST,WESTERN,MIDWEST,OPEN,,,"5/9/2021, 11:08 AM",QQWFR0,-10894299.221,6221564.0022
CENTRAL (J),MN-ND,WING,208 MAIN ST,WING,ND,58494,CENTRAL,MIDWEST,WESTERN,MIDWEST,OPEN,,,"5/9/2021, 11:11 AM",QQWFR0,-11163109.2972,5965140.745300002
CENTRAL (J),MN-ND,OBERON,110 MAIN AVE E,OBERON,ND,58357,CENTRAL,MIDWEST,WESTERN,MIDWEST,OPEN,,,"12/19/2022, 10:27 AM",QQWFR0,-11043300.5821,6094011.7993
CENTRAL (J),MN-ND,TAYLOR,111 W MAIN ST,TAYLOR,ND,58656,CENTRAL,MIDWEST,WESTERN,MIDWEST,OPEN,,,"5/9/2021, 11:10 AM",QQWFR0,-11401807.7852,5925909.168799996
CENTRAL (J),MN-ND,VPO NEW TOWN,712 1ST ST N,NEW TOWN,ND,58763,CENTRAL,MIDWEST,WESTERN,MIDWEST,OPEN,,,"5/9/2021, 11:16 AM",QQWFR0,-11407344.3714,6103625.1455999985
CENTRAL (J),MN-ND,CPU DANS SUPER MARKET,500 BURLINGTON ST SE STE 1,MANDAN,ND,58554,CENTRAL,MIDWEST,WESTERN,MIDWEST,OPEN,,,"5/9/2021, 11:13 AM",QQWFR0,-11230157.5831,5913440.252099998
CENTRAL (J),MN-ND,DEVILS LAKE,502 3RD ST NE,DEVILS LAKE,ND,58301,CENTRAL,MIDWEST,WESTERN,MIDWEST,OPEN,,,"12/16/2022, 9:39 AM",QQWFR0,-11004861.1827,6125223.1467999965
CENTRAL (J),MN-ND,HALLIDAY,113 E MAIN ST,HALLIDAY,ND,58636,CENTRAL,MIDWEST,WESTERN,MIDWEST,OPEN,,,"12/28/2022, 9:49 AM",QQWFR0,-11391968.3667,6000155.000600003
CENTRAL (J),MN-ND,HAMPDEN,213 MAIN ST W,HAMPDEN,ND,58338,CENTRAL,MIDWEST,WESTERN,MIDWEST,OPEN,,,"12/15/2022, 1:55 AM",QQWFR0,-10982235.8301,6197246.452600002
CENTRAL (J),MN-ND,ARVILLA,303 HUGHES AVE,ARVILLA,ND,58214,CENTRAL,MIDWEST,WESTERN,MIDWEST,OPEN,,,"5/9/2021, 11:04 AM",QQWFR0,-10853608.4962,6093475.926600002
CENTRAL (J),MN-ND,LIDGERWOOD,34 WILEY AVE S,LIDGERWOOD,ND,58053,CENTRAL,MIDWEST,WESTERN,MIDWEST,OPEN,,,"5/9/2021, 11:07 AM",QQWFR0,-10814944.4541,5792373.291000001
CENTRAL (J),MN-ND,MAYVILLE,37 1ST AVE NE,MAYVILLE,ND,58257,CENTRAL,MIDWEST,WESTERN,MIDWEST,OPEN,,,"5/9/2021, 11:08 AM",QQWFR0,-10834217.6428,6024234.752499998
CENTRAL (J),MN-ND,EDMORE,315 S MAIN ST,EDMORE,ND,58330,CENTRAL,MIDWEST,WESTERN,MIDWEST,OPEN,,,"12/15/2022, 1:55 AM",QQWFR0,-10959910.7062,6175437.252099998
CENTRAL (J),MN-ND,ANETA,207 MAIN AVE,ANETA,ND,58212,CENTRAL,MIDWEST,WESTERN,MIDWEST,OPEN,,,"5/9/2021, 11:04 AM",QQWFR0,-10907914.9306,6053727.1677
CENTRAL (J),MN-ND,BOTTINEAU,522 THOMPSON ST,BOTTINEAU,ND,58318,CENTRAL,MIDWEST,WESTERN,MIDWEST,OPEN,,,"5/9/2021, 11:05 AM",QQWFR0,-11181448.5154,6245466.929799996
CENTRAL (J),IA-NE-SD,SELFRIDGE,70 S MAIN ST,SELFRIDGE,ND,58568,CENTRAL,MIDWEST,WESTERN,MIDWEST,OPEN,,,"12/28/2022, 9:00 AM",QQWFR0,-11234793.372,5786959.461599998
CENTRAL (J),MN-ND,MEDINA,102 2ND AVE SW,MEDINA,ND,58467,CENTRAL,MIDWEST,WESTERN,MIDWEST,OPEN,,,"12/19/2022, 10:27 AM",QQWFR0,-11054161.3569,5924695.473499998
CENTRAL (J),MN-ND,TOKIO,413 3RD AVE,TOKIO,ND,58379,CENTRAL,MIDWEST,WESTERN,MIDWEST,OPEN,,,"5/9/2021, 11:10 AM",QQWFR0,-11000382.1316,6094372.111900002
CENTRAL (J),MN-ND,TOLNA,105 MAIN ST N,TOLNA,ND,58380,CENTRAL,MIDWEST,WESTERN,MIDWEST,OPEN,,,"5/9/2021, 11:10 AM",QQWFR0,-10958317.613,6078039.8301
CENTRAL (J),MN-ND,TOWNER,205 MAIN ST S,TOWNER,ND,58788,CENTRAL,MIDWEST,WESTERN,MIDWEST,OPEN,,,"5/9/2021, 11:10 AM",QQWFR0,-11177013.6582,6164510.661700003
CENTRAL (J),MN-ND,VALLEY CITY,149 3RD ST NE,VALLEY CITY,ND,58072,CENTRAL,MIDWEST,WESTERN,MIDWEST,OPEN,,,"5/9/2021, 11:10 AM",QQWFR0,-10909535.2971,5929924.524899997
CENTRAL (J),MN-ND,SHELDON,216 FRONT ST,SHELDON,ND,58068,CENTRAL,MIDWEST,WESTERN,MIDWEST,OPEN,,,"2/24/2023, 11:11 PM",QQWFR0,-10852723.1723,5875278.568400003
CENTRAL (J),MN-ND,WAHPETON,926 2ND AVE N,WAHPETON,ND,58075,CENTRAL,MIDWEST,WESTERN,MIDWEST,OPEN,,,"5/9/2021, 11:10 AM",QQWFR0,-10755004.2516,5823004.782899998
CENTRAL (J),MN-ND,SOURIS,105 MAIN ST,SOURIS,ND,58783,CENTRAL,MIDWEST,WESTERN,MIDWEST,OPEN,,,"12/19/2022, 10:27 AM",QQWFR0,-11207865.5211,6259619.464599997
CENTRAL (J),MN-ND,PORTAL,15 W RAILWAY AVE,PORTAL,ND,58772,CENTRAL,MIDWEST,WESTERN,MIDWEST,OPEN,,,"5/9/2021, 11:09 AM",QQWFR0,-11415676.19,6274274.3248
CENTRAL (J),MN-ND,ROSEGLEN,209 5TH ST,ROSEGLEN,ND,58775,CENTRAL,MIDWEST,WESTERN,MIDWEST,OPEN,,,"12/28/2022, 9:49 AM",QQWFR0,-11336435.4142,6065617.543200001
CENTRAL (J),MN-ND,RUTLAND,113 1ST ST,RUTLAND,ND,58067,CENTRAL,MIDWEST,WESTERN,MIDWEST,OPEN,,,"5/9/2021, 11:09 AM",QQWFR0,-10854634.4166,5788941.057700001
